Job ID,Job Title,Company Name,Location,Professionalism,ApplicationLink,Description,Requirements
41,Sales Manager (UAE Nationals Only) (Evergreen),Procter & Gamble,"Dubai, United Arab Emirates",Recent Grads/Entry Level,https://www.pgcareers.com/mea/en/job/R000112960/Sales-Manager-UAE-Nationals-Only-Evergreen,"As an Associate Sales Manager, you directly receive meaningful responsibilities from day one. You are in charge of maintaining and expanding a long-term partnership with your customer by continuously proposing solutions and plans that meet their objectives.","Top talent who is a UAE National (Emirati), A Bachelor’s Degree or higher, Born leader with passion to make things happen, Strong analytical thinking and skills, English fluency, Arabic is a plus, Maximum 3 years of relevant Sales experience (preferably in FMCG)"
42,Supply Chain Management Internship 2025,Procter & Gamble,"Dubai, United Arab Emirates",Internships,https://www.pgcareers.com/mea/en/job/R000120272/Supply-Chain-Management-Internship-2025,"The internship projects can involve a combination of operational missions or/and projects in supply chain management, contribution to the management of logistical relations with a customer, upstream Supply Chain design or innovation projects, and crafting the supply chain setups for new products.",University undergraduates completing their degree between June 2026 - January 2027; UAE Nationals preferred; strong communication and interpersonal skills; fluency in English; passionate about pursuing a career at P&G after graduation; ability for reasonable accommodation during the application process.
43,Purchasing Management Internship 2025,Procter & Gamble,"Dubai, United Arab Emirates",Internships,https://www.pgcareers.com/mea/en/job/R000120274/Purchasing-Management-Internship-2025,"You will help us take the lead on crafting winning deals with vendors that will supply us with what the company needs. Your projects may include: Analyzing sourcing markets and developing expertise, Developing strategies for sourcing that would increase innovation, Negotiating the right deals with suppliers.","University undergraduates who will complete their degree between June 2026 - January 2027, UAE Nationals preferred, Evidence of passion and achievements, Demonstrated leadership and analytical skills, Strong communication and interpersonal skills, Fluency in English; Arabic is a plus."
44,P&G 2025 Internship Program,P&G,Available in 5 locations,Internships,https://www.pgcareers.com/mea/en/job/R000120397/P-G-2025-Internship-Program,"The Internship is for those who have NOT completed their Bachelors’ degree studies yet. Our aim is to select exceptional students for internship openings who are seeking developing their skills while being mentored & coached by strong P&G leaders. Upon successful completion of the Internship, you will have an opportunity to be considered for Full-Time employment upon completion of your degree.","Currently studying towards Bachelor’s or Master’s degree in any major, Saudi National, Excellent analytical, critical thinking and interpersonal skills, English & Arabic Fluency."
45,Sales Internship Program - Riyadh,P&G,Available in 2 locations,Internships,https://www.pgcareers.com/mea/en/job/R000119420/Sales-Internship-Program-Riyadh,"Do you want to be in the driving seat to sell our global leadership brands? Are you intrigued by the idea to build long-term business relationships with our customers? Then an Internship in our Sales department is the right place for you to gain a great experience! You have the commercial responsibility for a category (e.g. Baby care with Pampers, Hair Care with Head & Shoulders etc.) for Saudi. Your missions will be to improve turnover and Sales fundamentals by doing strategic choices in terms of budget, assortment and promotion. You will work alongside with the Brand leaders. Externally focused on national and key accounts, you will contribute to national negotiations. You will collaborate with the whole customer team to prepare business plans and external negotiations.","Responsibilities as of Day 1 – You will get the full experience of being a P&Ger by working on a live business project that you will own, lead, and deliver. Continuous coaching & mentoring– you will work with passionate people and receive both formal training as well as day-to-day mentoring from your manager. Dynamic and respectful work environment – We live our Purpose, Values, and Principles daily; we value every individual and encourage initiatives promoting agility and work/life balance. Paid Learning Experience: We treat you like a real full time employee, not only in terms of the responsibility you take on, but also by providing you with a competitive monthly stipend. You'll experience a truly global work environment – interacting daily with P&Gers from various backgrounds, nationalities, and markets – We will constantly help you improve your marketing knowledge and management abilities."
46,Internship - Audit (Abu Dhabi),Grant Thornton UAE,"Abu Dhabi, AE",internship,https://grant-thornton-uae.breezy.hr/p/924fa1ff427c-internship-audit-abu-dhabi/apply,This is a 6 months internship program.,"Internships, Full-Time"
47,Internship - Audit (Dubai),Grant Thornton UAE,"Dubai, AE",internship,https://grant-thornton-uae.breezy.hr/p/9378a53d7e3c-internship-audit-dubai/apply,"This is a 6 months internship program. Will you be available for the whole 6 months, starting November 2023?","Full-Time, Internships, Provides internship allowance of AED 2,000 per month."
48,Internship - Audit (Sharjah),Grant Thornton UAE,"Sharjah, AE",internship,https://grant-thornton-uae.breezy.hr/p/f88630322caa-internship-audit-sharjah/apply,"Internship opportunity in Audit at Grant Thornton in Sharjah, AE.",Full-Time Internship
49,Internship - External Audit (UAE Nationals),Grant Thornton UAE,United Arab Emirates,internship,https://grant-thornton-uae.breezy.hr/p/990affc38994-internship-external-audit-uae-nationals/apply,Full-Time position for UAE Nationals at Grant Thornton in the United Arab Emirates.,"Candidates must be UAE Nationals, able to accept an internship allowance of 2,000 AED per month, and provide personal details including name, email, phone number, address, and preferred location. Relevant experience is not required, and various qualifications are acknowledged."
50,Internships - All service lines (UAE Nationals),Grant Thornton UAE,United Arab Emirates,internship,https://grant-thornton-uae.breezy.hr/p/27595d284412-internships-all-service-lines-uae-nationals/apply,"Full-Time position aimed at UAE Nationals, offering an internship allowance of 2,000 AED per month.","Applicants must be UAE Nationals or Expats, and no previous experience is required."
51,Associate - External Audit (UAE Nationals),Grant Thornton UAE,"Dubai, AE",Associate,https://grant-thornton-uae.breezy.hr/p/c7707773af6e-associate-external-audit-uae-nationals/apply,"Full-Time position targeted for UAE Nationals in Dubai, AE","A resume is required, application involves sharing personal details, current salary, and expectations, as well as experience in audit and any internationally recognized qualifications."
52,Associate Consultant - Advisory (UAE Nationals),Grant Thornton UAE,"Dubai, AE",Associate,https://grant-thornton-uae.breezy.hr/p/127e4c3a26ca-associate-consultant-advisory-uae-nationals/apply,Full-Time position for UAE Nationals in Dubai.,Application submitted successfully. Good luck!
53,Associate Consultant - Corporate Tax (UAE Nationals),Grant Thornton UAE,"Dubai, AE",Associate,https://grant-thornton-uae.breezy.hr/p/dd67863dc232-associate-consultant-corporate-tax-uae-nationals/apply,"Full-Time position intended for UAE Nationals located in Dubai, AE.","Resume is required, current salary information needed, monthly salary expectations in AED, motivation to look for a new job, notice period, tax work experience, international audit & accounting experience, internationally recognised qualifications."
54,Logistics Executive Exports – Fixed Term (Encouraging UAE Nationals to Apply),TOTALENERGIES MARKETING UAE L.L.C,United Arab Emirates,Entry Level,https://jobs.totalenergies.com/en_US/careers/JobDetail/Logistics-Executive-Exports-Fixed-Term-Encouraging-UAE-Nationals-to-Apply/59976,"Will be the key responsible for the day to day handling of all logistics-related activities relating to sales orders with the key objective of ""speedy service to sales meeting / exceeding the agreed service levels"". Activities include SAP data entry, prepare delivery orders, customs documentation, monthly reports on export loading, and adherence to QHSE requirements and compliance program.","Minimum Bachelor’s degree in Supply Chain, Logistics, Sciences or Engineering; good knowledge of logistics activities; fluent in written and oral English; strong communication and interpersonal skills; fresh graduate with some internship experience or minimum 1 year of experience in Logistics preferred."
55,Project Finance Analyst Internship,TotalEnergies Renewables Development Middle East,United Arab Emirates,Internship,https://jobs.totalenergies.com/en_US/careers/JobDetail/Project-Finance-Analyst-Internship/59760,"Energy is at the heart of numerous future challenges. Across the globe, TotalEnergies’ employees are dedicated to providing safer, more reliable, affordable, and cleaner energy. TotalEnergies aims to become the leading responsible energy major and a global leader in developing and distributing low-carbon energy. Join TotalEnergies Renewables to embrace a new challenge in the renewable energy sector within the TotalEnergies Company. We are seeking a talented, committed, and entrepreneurial project finance analyst. In an industry that is transforming the world’s energy landscape, there’s no better place to be than TotalEnergies Renewables! The Project Finance and Economics Team is responsible for defining the financing strategy for TotalEnergies Renewables’ projects, raising the necessary non-recourse debt to partially fund its developments, preparing and assessing project economics, and advising on equity strategies.","Degree from an Engineering School, Business School, Sciences Po, or University. Proficiency in Microsoft Office, especially Excel (knowledge of VBA is a plus). Previous experience with financial models is preferred. Basic understanding of accounting/finance (P&L, CFS, BS, etc.). Strong presentation and interpersonal skills; clear communication in both oral and written forms. Ability to manage multiple work streams simultaneously and work autonomously. Rigorous and well-organized. Fluent in English."
56,HSE Intern,TotalEnergies Renewables Development Middle East,United Arab Emirates,Internship,https://jobs.totalenergies.com/en_US/careers/JobDetail/HSE-Intern/58820,"The HSE Intern will be working from the Dubai hub. Activities include strict adherence to Company QHSE policy, participating in training programs, reporting incidents, organizing HSE documentation, supporting HSE Manager with implementation of one MESTRO, and leading the implementation of Digital safety applications.","Experience or newly graduate from Safety, Engineering or equivalent; Fluent in English; Familiar with Microsoft Office; Additional HSE trainings certification (NEBOSH, OSHA etc) is an advantage; Strong interest for HSE topics and HSE career."
57,Junior Business Analyst (UAE Nationals are encouraged to apply),TotalEnergies Renewables Development Middle East,United Arab Emirates,Junior,https://jobs.totalenergies.com/en_US/careers/JobDetail/Junior-Business-Analyst-UAE-Nationals-are-encouraged-to-apply/58565,"Gather and analyze all the market information, and countries profiles; Gather all project pipeline data for presentations; Suggest and support project development timeline strategies; Coordinate Investment Committees; Support investment committees with country market information; Support on the development of the project/tender preparation in coordination with the Business developer and other internal stakeholders; Proactively organize the exchange of information with headquarters; Understand, analyze, and explain the evolutions of the weekly and monthly results of the pipeline forecasting; Ensure continuity of the business day-to-day reporting; Work on continuous improvement/simplification of processes via digitalization.","Minimum of 0 to 3 years’ experience in business or finance or technical profile; experience in business analysis; Completed bachelor’s degree; Flexible, resilient, constructive, organized, and reliable."
58,Consultant Development Program,Oliver Wyman,UAE and KSA,Entry Level,https://www.oliverwyman.com/middle-east/careers/consultant-development-program.html,"During this special six-to-twelve-month program, you’ll work full time with our project teams and gain hands-on experience to kick off your consulting journey. You’ll get to network with a variety of professionals in the field, collaborate with clients from a variety of industries, get exposure to core consulting skills, and maximize your national impact.","Recent graduate or in your final year of university (Bachelors or Masters), GPA scores above 3.5/ 4 or 4.5/ 5 (may vary based on institutions), Major in Engineering, Finance, Business, Computer Science, Economics, Physics, or Mathematics, Saudi or Emirati nationals, High level of proficiency in English, Interested in a career in consulting."
59,Intern - Rail إماراتيين (خلاصة القيد),AECOM,"Dubai, ARE",Intern,https://aecom.jobs/dubai-are/intern-rail-إماراتيين-خلاصة-القيد/50B392C99E0749DC8E0B40DF67355079/job/,"Are you a Mechanical or Electrical Engineering student with a passion for the design and integration of rail assets? AECOM invites you to join our Internship Program as part of the Rail team. This is a unique opportunity to explore the design and development of stations, ancillary buildings, station architecture, depots, placemaking, and urban integration under the guidance of seasoned professionals.","1. Education: Pursuing a Mechanical or Electrical Engineering Degree
2. Graduation Date: Ideally a potential 2025 or 2026 graduate (or a 2024/2023 graduate looking for short-term work placement for experience).
3. Start Date: Dec 2024 / Jan 2025
4. Duration: 1-3 months, depending on individual preferences.
5. Flexible Internship Options: We understand the importance of school-life requirements and are happy to consider reduced working hours, part-time arrangements, or adjusted workdays based on your individual requirements.
6. Eligibility: As part of AECOM’s commitment to Emiratisation and in compliance with UAE labor law, only UAE Nationals with a family book will be considered for this role."
60,Intern - Mechanical (Buildings Engineering) - إماراتيين (خلاصة القيد),AECOM,"Dubai, ARE",Intern,https://aecom.jobs/dubai-are/intern-mechanical-buildings-engineering-إماراتيين-خلاصة-القيد/3771956EA55E45A694C71C6B7387BBA1/job/,"Are you a passionate student looking to kickstart your career in mechanical engineering and contribute to innovative building designs? Join our Internship Program at AECOM as an Intern Mechanical Engineer within our Building Engineering team. This role offers a dynamic environment where you will grow and develop alongside experienced professionals. As an Intern Mechanical Engineer at AECOM, you will gain hands-on experience in an engineering design setting, working on diverse projects under the mentorship of senior team members. Your role will focus on Building Engineering Design, BIM Model and Drawing production, ensuring design brief compliance, completeness, and accuracy, particularly in Heating, Ventilation, and Air Conditioning (HVAC) systems.","Pursuing a Mechanical Engineering Degree, graduation date ideally a potential 2025 or 2026 graduate (or a 2024/2023 graduate looking for short-term work placement for experience). Start date: Dec 2024 / Jan 2025. Duration: 1-3 months, depending on individual preferences and project requirements (can be extended if required). Eligibility: Only UAE Nationals with a family book will be considered for this role."
61,Intern - Utilities Engineer - Abu Dhabi إماراتيين (خلاصة القيد),AECOM,"Abu Dhabi, ARE",Intern,https://aecom.jobs/abu-dhabi-are/intern-utilities-engineer-abu-dhabi-إماراتيين-خلاصة-القيد/C195A8D839A94090AA7E8879DE3E6993/job/,"As an Intern - Utilities Engineer with a focus on infrastructure, you’ll gain hands-on experience in essential utility systems that support urban development and resilient infrastructure.","Education: Pursuing a Civil, Electrical or Mechanical Engineering Degree; Graduation Date: Ideally a potential 2025 or 2026 graduate (or a 2024/2023 graduate looking for short-term work placement for experience); Start Date: Dec 2024 / Jan 2025; Duration: 1-3 months, depending on individual preferences; Eligibility: UAE Nationals with a family book only."
62,Intern - Mechanical (Part-Time) - إماراتيين (خلاصة القيد),AECOM,"Abu Dhabi, ARE",Intern,https://aecom.jobs/abu-dhabi-are/intern-mechanical-part-time-إماراتيين-خلاصة-القيد/6F82926B3D5D4B3BA1E9E7C045803640/job/,"We are seeking a passionate and motivated Intern Mechanical Engineer to join our Buildings Engineering team in Abu Dhabi. This internship will offer you hands-on experience with cutting-edge projects in a supportive and dynamic environment. You’ll gain insight into the mechanical engineering discipline, contribute to real-world challenges, and develop skills critical for your career growth.","Qualifications: Currently enrolled in a Bachelor’s degree program in Mechanical Engineering or a related field. A keen interest in buildings engineering, sustainability, and innovative design solutions. Strong analytical, organizational, and communication skills. A proactive attitude and eagerness to learn. Start Date: Jan 2025. Duration: 1-3 months, depending on individual preferences. Flexible Internship Options."
63,Intern - Mechanical (Part-Time) - إماراتيين (خلاصة القيد),AECOM,"Dubai, ARE",Intern,https://aecom.jobs/dubai-are/intern-mechanical-part-time-إماراتيين-خلاصة-القيد/5DC98FE996EA4F8499C4F55B557742D3/job/,We are seeking a passionate and motivated Intern Mechanical Engineer to join our Wet Services Engineering team in our Dubai office. This internship will offer you hands-on experience with cutting-edge projects in a supportive and dynamic environment.,"Currently enrolled in a Bachelor’s degree program in Mechanical Engineering or a related field. A keen interest in buildings engineering, sustainability, and innovative design solutions. Strong analytical, organizational, and communication skills. A proactive attitude and eagerness to learn. Eligibility: As part of AECOM’s commitment to Emiratisation and in compliance with UAE labor law, only UAE Nationals with a family book will be considered for this role."
64,Intern - Civil Engineer - Abu Dhabi إماراتيين (خلاصة القيد),AECOM,"Abu Dhabi, ARE",Intern,https://aecom.jobs/abu-dhabi-are/intern-civil-engineer-abu-dhabi-إماراتيين-خلاصة-القيد/E2F14209319C4E08A708F4CE9C7667CF/job/,"As an Intern - Civil Engineer (Transport Planner) at AECOM, you’ll gain invaluable hands-on experience while contributing to impactful projects that enhance communities and infrastructure.","Pursuing a Civil Engineering Degree; Ideally a potential 2025 or 2026 graduate (or a 2024/2023 graduate looking for short-term work placement for experience); Start Date: Dec 2024 / Jan 2025; Duration: 1-3 months, depending on individual preferences; Eligibility: Only UAE Nationals with a family book will be considered for this role."
65,Intern - Mechanical - Dubai إماراتيين (خلاصة القيد),AECOM,"Dubai, ARE",Intern,https://aecom.jobs/dubai-are/intern-mechanical-dubai-إماراتيين-خلاصة-القيد/D59DD8882DB24E6987EE5C898CB6A782/job/,"Join our Wet Services Infrastructure team as an Intern - Mechanical Engineer, where you'll gain hands-on experience working on impactful projects that shape communities and improve essential infrastructure systems.","Pursuing a Mechanical Engineering Degree. Ideally a potential 2025 or 2026 graduate (or a 2024/2023 graduate looking for short-term work placement for experience). Start Date: Dec 2024 / Jan 2025. Duration: 1-3 months, flexible options."
66,Intern - Civil - Dubai إماراتيين (خلاصة القيد),AECOM,"Dubai, ARE",Intern,https://aecom.jobs/dubai-are/intern-civil-dubai-إماراتيين-خلاصة-القيد/42A0ECE6462745959BFCBB3A45A2DEB9/job/,"Join our Wet Services Infrastructure team as an Intern - Civil Engineer, where you'll gain hands-on experience contributing to real-world projects that shape communities and support essential infrastructure systems.",Pursuing a Civil Engineering Degree; Graduation Date: Ideally a potential 2025 or 2026 graduate; Minimum GPA of 2.8; Start Date: Dec 2024 / Jan 2025; Duration: 1-3 months; Eligibility restricted to UAE Nationals with a family book.
67,Intern -Transport Planner - Dubai إماراتيين (خلاصة القيد),AECOM,"Dubai, ARE",Intern,https://aecom.jobs/dubai-are/intern-transport-planner-dubai-إماراتيين-خلاصة-القيد/12855113E29E474884B6C447B0ED2007/job/,"As an Intern - Civil Engineer (Transport Planner) at AECOM, you’ll gain invaluable hands-on experience while contributing to impactful projects that enhance communities and infrastructure.","1. Education: Pursuing a Civil Engineering Degree
2. Graduation Date: Ideally a potential 2025 or 2026 graduate (or a 2024/2023 graduate looking for short-term work placement for experience).
3. Start Date: Dec 2024 / Jan 2025
4. Duration: 1-3 months, depending on individual preferences.
5. Flexible Internship Options: We understand the importance of school-life requirements and are happy to consider reduced working hours, part-time arrangements, or adjusted workdays based on your individual requirements.
6. Eligibility: As part of AECOM’s commitment to Emiratisation and in compliance with UAE labor law, only UAE Nationals with a family book will be considered for this role."
68,"Intern - Project Surveyor (Civil, Electrical or Mechanical Engineer) - إماراتيين (خلاصة القيد)",AECOM,"Dubai, ARE",Intern,https://aecom.jobs/dubai-are/intern-project-surveyor-civil-electrical-or-mechanical-engineer-إماراتيين-خلاصة-القيد/9A62EDF90C5A4AAA921FE88FC31365D2/job/,"As an Intern - Project Surveyor, you’ll get hands-on experience in financial and budgeting activities throughout the entire project lifecycle.","Candidates must be actively pursuing a Bachelor's degree in Civil, Electrical, or Mechanical Engineering from an accredited institution. Applicants should be on track to graduate in 2025 or 2026. Recent graduates (2023/2024) seeking short-term work placement may also apply."
69,Employee Relations Associate Analyst,Citi,"Dubai, United Arab Emirates",Entry Level,https://jobs.citi.com/job/dubai/employee-relations-associate-analyst/287/74379561056,The Employee Relations Intmd is a developing professional role. Deals with most problems independently and has some latitude to solve complex problems. Integrates in-depth specialty area knowledge with a solid understanding of industry standards and practices. Good understanding of how the team and area integrate with others in accomplishing the objectives of the subfunction/job family. Applies analytical thinking and knowledge of data analysis tools and methodologies. Requires attention to detail when making judgments and recommendations based on the analysis of factual information. Typically deals with variable issues with potentially broader business impact. Applies professional judgment when interpreting data and results. Breaks down information in a systematic and communicable manner. Developed communication and diplomacy skills are required in order to exchange potentially complex/sensitive information. Moderate but direct impact through close contact with the businesses' core activities. Quality and timeliness of service provided will affect the effectiveness of own team and other closely related teams.,2-5 years relevant experience; Bachelors/University degree or equivalent experience.
70,Anti Money Laundering Analyst,Citi,"Dubai, United Arab Emirates",Entry Level,https://jobs.citi.com/job/dubai/anti-money-laundering-analyst-uae-nationals-only/287/74379067888,"The role will be responsible for the identification, assessment and implementation of laws, rules and regulations in the UAE to protect Citi from being used to facilitate Money Laundering and Financial Crime, and to supply advice and guidance to the businesses on Anti Money Laundering and Financial Crime matters across the UAE.","AML Certification (at least in progress), 2-5 years of relevant experience."
71,Mehnaty Graduate Analyst - Emirati Graduate Program,Citi,"Dubai, United Arab Emirates",Graduate,https://jobs.citi.com/job/dubai/mehnaty-graduate-analyst-emirati-graduate-program/287/69754859168,"Mehnaty Graduate Analyst is an Emirati Program for a duration of 13 months designed to develop and nurture UAE national talent, preparing fresh Emirati university graduates for future roles in banking.","Graduates between 2022 – 2024. Obtained or on course to achieve a 2:1 as per UK education system or GPA 3 or equivalent and above. Keen interest in a career in financial services. Excellent interpersonal skills to deal internally and externally with clients. Strong analytical and presentation skills. Desire to develop a deep understanding of the financial industry. Intellectual curiosity and proactive approach to searching for new and creative ideas. Articulate, strong communication, planning, and organisational skills. Strong desire to learn, proactive in building rapport and relationships in team environments. Unquestioned commitment to integrity and ethical decision-making."
72,"2025, Transaction Banking, Summer Intern, Summer Internship",Citi,"Dubai, United Arab Emirates",Internship,https://jobs.citi.com/job/dubai/2025-transaction-banking-summer-intern-summer-internship-dubai-uae-uae-nationals-preferred/287/70952744224,"We are looking for summer analysts to join the transactional banking business, Treasury and Trade Solutions (TTS) in Dubai. TTS works with multinational corporations, commercial banking clients, financial institutions and public sector organisations to streamline their Treasury organisation through transactional efficiencies.","You are due to graduate in 2026, on course to achieve a 3.0 GPA out of 4.0 (or equivalent) at undergraduate level in any degree discipline, and have a keen interest in a career in financial services."
73,"Transaction Banking, Full Time Graduate Analyst",Citi,"Dubai, United Arab Emirates",Graduate,https://jobs.citi.com/job/dubai/2025-transaction-banking-full-time-graduate-analyst-dubai-uae-uae-nationals-preferred/287/70902428080,"We are looking for full-time analysts to join the transactional banking business, Treasury and Trade Solutions (TTS) in Dubai. TTS works with multinational corporations, commercial banking clients, financial institutions and public sector organisations to streamline their Treasury organisation through transactional efficiencies.",You will have or will be graduating by 2025. Obtained or on course to achieve a 3.0 GPA out of 4.0 (or equivalent) at undergraduate level in any degree discipline. Keen interest in a career in financial services.
74,Commercial Business Development Intern,Schneider Electric,"Dubai Silicon Oasis, United Arab Emirates",Internship,https://www.se.com/ww/en/about-us/careers/job-details/commercial-business-development-intern/81635,"This internship is an exciting opportunity to work and learn at the same time, understanding the Services’ Business in a global context and learning more about energy technologies. Responsibilities include supporting transformation projects, improving sales processes, maintaining engagement between services and other business units, and participating in strategic meetings.","Excellent skills with Power Point & Excel, effective communication skills, attention to detail, self-motivated, problem-solving skills, and currently pursuing a Bachelor/Master’s Degree in any Technical, Management, Marketing, Business, Operations field with courses covering strategy/marketing and/or data analytics. Excellent in English, both written and spoken."
75,HR intern,Chanel,Dubaï,Internship,https://cc.wd3.myworkdayjobs.com/en-US/ChanelCareers/job/Duba/HR-intern_JOBREQ00096536?source=Job_Board_Linkedin,"Reporting to the HR Manager and People Development Lead, you will have the opportunity to work in a dynamic team and learn about major HR topics.","We are looking for a candidate who is well organized, detail-oriented, has a good communication skill, and has a strong sense of service and people orientation. English and Excel are must."
76,Commercial Operations Intern,GE Healthcare,"Dubai, United Arab Emirates",Co-op/Intern,https://careers.gehealthcare.com/global/en/job/GEVGHLGLOBALR4013009EXTERNALENGLOBAL/Commercial-Operations-Intern?utm_source=linkedin&utm_medium=phenom-feeds,"The Commercial Operations Intern will be a vital member of the team, focusing on improving operational efficiency through tasks such as account cleanup, dashboard creation, and supporting ongoing simplification projects.","Fresh graduate or currently pursuing a Bachelor’s Degree in Business, Marketing, Finance, or a related field. Strong analytical skills with experience in data management and reporting. Proficient in Microsoft Office Suite (Excel, PowerPoint, Word); experience with data visualization tools (e.g., Power BI, Tableau) is a plus. Excellent verbal and written communication skills in English. Highly organized with attention to detail and the ability to manage multiple tasks simultaneously. Strong teamwork and collaboration skills, with a proactive attitude and willingness to learn."
77,Engineering Graduate - UAE National,HKA,"Dubai, UAE, Abu Dhabi, UAE",Entry Level,https://careers.hka.com/jobs/2851860-engineering-graduate-uae-national?utm_source=LinkedIn,"Our UAE office has an exciting opportunity for an Engineering Graduate to join their team and develop within a Construction Claims environment. This is an opportunity that doesn't come around that often, with guidance, support and mentoring coming from our experienced construction claims staff.","Recently Degree qualified within an Engineering related subject. A keen interest to develop in Construction Claims and Dispute Resolution. Strong interpersonal skills and the ability to work well within a team. Strong analytical and problem-solving skills with high attention to detail. Whilst not essential, skills using relevant software tools: MS Office Suite (Word, Excel, PowerPoint, Access), MS Project, Primavera P3/P6. Must be a UAE National. Both Arabic and English language skills in both spoken and written form."
78,Internship - Marketing - December 2024,Al Bandar Rotana,"Dubai, UAE",Internship,https://www.rotanacareers.com/en/uae/jobs/internship-marketing-december-2024-5217304/,"We are looking for passionate and dynamic interns who are open to development opportunities and the practical exploration of the hospitality industry. Rotana has been dedicated to fostering talent since its inception by providing students with the chance to undertake internships at our properties. The internship period will span at least 3 months and can extend up to 6 months, and our training programs are comprehensive and designed to address the development requirements of our trainees. As a Rotana intern, you will enjoy the following advantages: Gain valuable experience and thrive in a professional work environment through a successful training period. Participate in diverse development programs tailored to your specific needs. Receive continuous support from our Learning and Development department and Departmental Training Coordinator, who will provide you with essential training, guidance, and coaching.","You should be studying in a reputed Hotel Management School or University, demonstrating a genuine passion for the Hospitality industry. Proficiency in both written and spoken English, along with a professional and polished personal presentation, is also essential. You should be able to work with a diverse, multicultural team, demonstrating exceptional interpersonal skills. The ideal candidates should possess competencies such as Adaptability, Customer Focus, Recognizing Differences, Taking Responsibility, Teamwork, and Understanding the Job."
79,AI Engineer (UAE Nationals) - Fresh Graduate Opportunity,EDGE Group PJSC,AE,Graduate,https://careers.edgegroup.ae/job/AI-Engineer-%28UAE-Nationals%29-Fresh-Graduate-Opportunity/731875222/,"We are in search of Emirati professionals with a profound expertise in AI, ML, Computer Vision, Sensor Fusion, Predictive Modeling, Data Analytics, and Deployment. Our aim is to push the boundaries of innovation and enhance our product offerings. Candidates who possess a passion for delving deep into complex problems using advanced AI and ML technologies are ideal for this role.","A Bachelor's or Master's degree in Computer Science, Electrical Engineering, or akin disciplines. Knowledge and hands-on experience in sculpting and deploying ML, CV, sensor fusion, and deep learning constructs. Adeptness and experienced in programming with Python, C++, or Matlab, and fluency with deep learning frameworks like TensorFlow, Keras, or PyTorch. Familiarity with containerization technologies like Docker and orchestration tools like Kubernetes. Proficiency in optimization techniques, both for model training and real-time performance. Ability to design, conduct, and analyze A/B tests and other experimentation methodologies. Familiarity with advanced ML platforms and tools like NVIDIA DeepStream, MLflow, or Kubeflow. Deep understanding of edge computing and experience deploying AI/ML solutions on edge devices. Knowledge of cybersecurity best practices, especially related to AI and data protection. An analytical mind coupled with impeccable problem-solving prowess, adaptable to a dynamic work rhythm. Stellar communication faculties with a penchant for teamwork and collaboration. Demonstrable experience in materializing predictive models into tangible business applications."
80,"Software Engineer Intern - Front-End (NextJS, TS, MUI)",GENIE AI,"Remote, Miami, Toronto, Dubai",Internship,https://wellfound.com/jobs/2919378-software-engineer-intern-front-end-nextjs-ts-mui?utm_campaign=linkedin_syndication&utm_source=linkedin,"We are seeking a highly motivated and talented Software Engineer Intern specializing in back-end development with expertise in TypeScript. This internship opportunity offers hands-on experience in a dynamic and innovative environment where you will work closely with our experienced engineering team. You will have the chance to contribute to real-world projects, enhance your skills, and gain invaluable industry experience.","Currently pursuing a degree in Computer Science, Software Engineering, or a related field. Strong proficiency in TypeScript and experience with front-end frameworks such as NextJS, Typescript, MUI, SCSS. Knowledge of relational and/or NoSQL databases such as PostgreSQL, MongoDB, or Redis. Understanding of RESTful APIs and experience in designing and consuming them. Familiarity with software development tools such as Git, Docker, and CI/CD pipelines. Excellent problem-solving skills and attention to detail. Effective communication and teamwork abilities. Previous internship or project experience in back-end development is a plus."
81,Buying Internship,Ounass,Dubai,Intern,https://careers.ounass.com/jobs/5225344-buying-internship-6-months,"Join our dynamic team full time for a period of 6 months. This internship offers a unique opportunity to gain hands-on experience in the buying process for a leading luxury eCommerce platform. You will support the Buying team in curating collections, managing inventory, and analyzing market trends, while learning the core aspects of luxury fashion retail.","Currently pursuing or recently completed a degree in Fashion, Business, or a related field. Strong passion for luxury fashion and an understanding of eCommerce. Excellent organizational skills with attention to detail. Strong analytical and problem-solving skills. Proficiency in Microsoft Office, particularly Excel. Ability to work collaboratively in a fast-paced environment. Regrettably we can only consider applicants who currently hold a visa with at least 6 months validity."
82,Expression of Interest (Fresh Graduates),Hyphen Connect,Global,Entry level,https://job-boards.greenhouse.io/hyphenconnect/jobs/4532070007,Entry level jobs and internships are hard to come by in web3 and AI. Fill in the form to stay connected with opportunities.,Highlight key skills and experiences useful for Web3 or AI companies; include a link to online portfolio; mention country of residence and specific sectors of interest in AI or Web3.
83,Intern – Assistant Design Manager,Buro Happold,"Dubai, United Arab Emirates",Intern,https://vacancies.burohappold.com/jobs/job/Intern/655,"Assist in the development and management of project design plans. Collaborate with senior designers and project managers to ensure project objectives are met. Conduct research and gather data to support design decisions. Prepare and present design proposals and reports. Participate in team meetings and contribute to brainstorming sessions. Support the coordination of project timelines, budgets, and resources. Assist in the preparation of project documentation and presentations. Perform other duties as assigned by the project design management team.","Currently pursuing or recently completed a degree in Architecture, Engineering, Design, or a related field. Strong interest in project design and management. Proficiency in design software such as AutoCAD, SketchUp, Revit, or similar. Excellent communication and teamwork skills. Ability to work independently and manage multiple tasks. Strong analytical and problem-solving abilities. Attention to detail and a proactive attitude."
